nomor_ayat,google_translate
224,"Dan janganlah kamu menjadikan Allah sebagai alasan untuk bersumpah, yang menghalangi kamu dari bertakwa, bertakwa kepada Allah, dan menciptakan perdamaian di antara manusia. Dan Allah Maha Mendengar lagi Maha Mengetahui."
225," Allah tidak akan menimpakan dosa atasmu atas sumpah-sumpahmu yang tidak disengaja, tetapi Dia akan menimpakan dosa atasmu atas apa yang diperbuat oleh hatimu. Dan Allah Maha Pengampun lagi Maha Penyantun."
226," Bagi mereka yang bersumpah menceraikan istrinya, ada masa tunggu selama empat bulan. Tetapi jika mereka kembali, maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
227," Dan jika mereka telah memutuskan untuk bercerai, maka sesungguhnya Allah Maha Mendengar lagi Maha Mengetahui."
228,"Wanita-wanita yang diceraikan harus menunggu tiga kali masa haid. Dan tidak halal bagi mereka menyembunyikan apa yang telah diciptakan Allah dalam rahim mereka, jika mereka beriman kepada Allah dan Hari Akhir. Dan suami-suami mereka lebih berhak untuk rujuk mereka dalam masa itu, jika mereka menginginkan perdamaian. Dan mereka akan memperoleh hak-hak yang setara dengan hak-hak yang dibebankan kepada mereka berdasarkan keadilan. Laki-laki memiliki derajat atas wanita. Dan Allah Maha Perkasa lagi Maha Bijaksana."
229,"Talak itu dua kali. Maka, pertahankanlah dia dengan cara yang dapat diterima, atau bebaskanlah dia dengan cara yang baik. Dan tidak halal bagimu mengambil kembali apa yang telah kamu berikan kepada mereka, kecuali jika keduanya khawatir tidak akan mampu menjalankan hukum-hukum Allah. Tetapi jika kamu khawatir keduanya tidak akan mampu menjalankan hukum-hukum Allah, maka tidak ada dosa bagi mereka atas apa yang telah diberikannya sebagai tebusan. Itulah hukum-hukum Allah, maka janganlah kamu melampauinya. Dan barangsiapa yang melampaui batas-batas Allah, maka mereka itulah orang-orang yang zalim."
230,"Tetapi jika ia menceraikannya, maka perempuan itu tidak halal baginya setelah itu sampai ia menikah dengan pria lain. Tetapi jika ia menceraikannya, maka tidak ada dosa bagi mereka jika mereka kembali kepada satu sama lain jika mereka yakin dapat menjalankan hukum-hukum Allah. Itulah hukum-hukum Allah yang dijelaskan-Nya kepada kaum yang mengetahui."
231,"Dan apabila kamu menceraikan istri-istrimu, dan mereka telah menunaikan hak-hak mereka, maka pertahankanlah mereka dengan cara yang ma’ruf, atau bebaskanlah mereka dengan cara yang ma’ruf. Dan janganlah kamu mempertahankan mereka, bahkan untuk menyakiti mereka agar mereka melanggar hak-hak mereka. Barangsiapa yang melakukan hal itu, sungguh telah menganiaya dirinya sendiri. Dan janganlah kamu menjadikan ayat-ayat Allah sebagai olok-olokan, dan ingatlah akan nikmat Allah kepadamu dan apa yang telah Dia turunkan kepadamu, yaitu Kitab Suci. Dan Dia-lah yang mengajarkan kepadamu hikmahnya. Dan bertakwalah kepada Allah dan ketahuilah bahwa Allah Maha Mengetahui segala sesuatu."
232,"Dan jika kamu menceraikan istri-istrimu, dan mereka telah menunaikan kewajibannya, janganlah kamu menghalangi mereka untuk menikahi mantan suami mereka, jika mereka telah sepakat di antara mereka sendiri atas dasar yang adil. Yang demikian itu diperintahkan kepada siapa pun di antara kamu yang beriman kepada Allah dan Hari Akhir. Yang demikian itu lebih suci bagimu dan lebih baik. Dan Allah mengetahui, sedang kamu tidak mengetahui."
233,"۞ Para ibu hendaknya menyusui anak-anaknya selama dua tahun penuh, bagi siapa pun yang menginginkannya hingga tuntas. Dan atas ayah anak itu makanan dan pakaian mereka dengan cara yang baik. Tidak seorang pun boleh dituntut, kecuali sesuai dengan kemampuannya. Seorang ibu tidak boleh dirugikan karena anaknya, dan seorang ayah tidak boleh dirugikan karena anaknya. Dan atas ahli waris, hak yang serupa itu. Tetapi jika keduanya ingin menyapih dengan suka sama suka dan musyawarah, maka tidak ada dosa atas mereka. Dan jika kamu menghendaki anak-anakmu disusui oleh seorang kerabat perempuan, maka tidak ada dosa atasmu, selama kamu memberikan nafkah yang kamu berikan itu dengan cara yang baik. Dan bertakwalah kepada Allah dan ketahuilah bahwa Allah Maha Melihat apa yang kamu kerjakan."
234,"Dan orang-orang di antara kalian yang meninggal dunia dan meninggalkan istri, hendaklah mereka menunggu (masa iddah) selama empat bulan sepuluh hari. Dan apabila mereka telah menunaikan kewajibannya, maka tidak ada dosa bagi kalian atas apa yang mereka perbuat terhadap diri mereka dengan cara yang baik. Dan Allah Maha Mengetahui apa yang kalian kerjakan."
235,"Tidak ada dosa bagimu atas apa yang kamu sebutkan tentang lamaran kepada wanita, dan apa yang kamu sembunyikan dalam hatimu. Allah mengetahui bahwa kamu akan menyebutkan mereka, tetapi janganlah kamu mengikat janji rahasia kepada mereka kecuali dengan ucapan yang baik. Dan janganlah kamu memutuskan untuk mengikat janji nikah sebelum mencapai batas waktunya. Dan ketahuilah bahwa Allah mengetahui apa yang kamu kerjakan. Maka berhati-hatilah terhadapnya, dan ketahuilah bahwa Allah Maha Pengampun lagi Maha Penyantun."
236,"Tidak ada dosa bagimu menceraikan istri-istrimu sebelum engkau menyentuh mereka atau sebelum engkau menetapkan mahar untuk mereka. Berilah mereka rezeki, baik yang kaya sesuai kemampuannya, maupun yang miskin sesuai kemampuannya, rezeki yang diterima. Yang demikian itu adalah hak orang-orang yang berbuat baik."
237,"Dan jika kamu menceraikan mereka sebelum kamu menyentuh mereka, dan kamu telah menetapkan mahar untuk mereka, maka berikanlah separuh dari apa yang telah kamu tetapkan, kecuali jika keduanya memaafkan atau orang yang memegang akad nikah memaafkan. Dan memaafkan itu lebih dekat kepada kebajikan. Dan janganlah kamu melupakan kebaikan di antara kamu. Sesungguhnya Allah Maha Melihat apa yang kamu kerjakan."
238," Jagalah shalat dengan sungguh-sungguh, terutama shalat tengah malam, dan berdirilah menghadap Allah dengan penuh ketaatan."
239," Jika kamu merasa takut, maka berjalanlah atau berkuda. Jika kamu merasa aman, maka ingatlah Allah sebagaimana Dia mengajarkanmu apa yang belum kamu ketahui."
240,"Dan orang-orang di antara kalian yang meninggal dunia dan meninggalkan istri, hendaklah mereka mewariskan kepada istri-istri mereka nafkah selama satu tahun tanpa harus mengusir mereka. Tetapi jika mereka pergi, maka tidak ada dosa bagimu atas apa yang mereka lakukan terhadap diri mereka sendiri dengan sebaik-baiknya. Dan Allah Maha Perkasa lagi Maha Bijaksana."
241, Wanita yang diceraikan berhak mendapatkan nafkah sesuai dengan apa yang dapat diterima - suatu kewajiban atas orang-orang yang bertakwa.
242," Demikianlah Allah menjelaskan tanda-tanda kekuasaan-Nya kepadamu, agar kamu memahaminya."
243,"۞ Apakah kamu tidak memperhatikan orang-orang yang berbondong-bondong keluar dari kampung halaman mereka karena takut akan kematian? Maka Allah berfirman kepada mereka, ""Matilah kalian!"" Kemudian Dia menghidupkan mereka kembali. Sesungguhnya Allah Maha Kaya akan karunia-Nya kepada manusia, tetapi kebanyakan manusia tidak bersyukur."
244, Dan berperanglah di jalan Allah dan ketahuilah bahwa Allah Maha Mendengar lagi Maha Mengetahui.
245," Siapakah yang mau meminjamkan kepada Allah pinjaman yang baik, lalu Allah melipatgandakannya untuknya dengan berlipat ganda? Allah menyempitkan dan mengabulkan, dan kepada-Nya-lah kamu dikembalikan."
246,"Apakah kamu tidak memperhatikan para pemimpin Bani Israil setelah Musa, ketika mereka berkata kepada seorang nabi mereka, ""Kirimkanlah kepada kami seorang raja, dan kami akan berperang di jalan Allah."" Nabi itu berkata, ""Mungkin kamu, jika perang telah ditetapkan atasmu, tidak akan berperang?"" Mereka berkata, ""Dan mengapa kami tidak berperang di jalan Allah, padahal kami telah diusir dari kampung halaman kami?"" Dan anak-anak kami. Tetapi ketika perang telah ditetapkan atas mereka, mereka berpaling, kecuali sedikit dari mereka. Dan Allah Maha Mengetahui tentang orang-orang yang zalim."
247,"Nabi mereka berkata kepada mereka, ""Sesungguhnya Allah telah mengutus Saul sebagai raja bagi kalian."" Mereka berkata, ""Bagaimana mungkin dia menjadi raja atas kami, padahal kami lebih berhak menjadi raja daripadanya, dan dia tidak diberi kekayaan yang melimpah?"" Nabi berkata, ""Sesungguhnya Allah telah memilihnya atas kalian dan telah melipatgandakannya ilmu dan kedudukan. Dan Allah menyerahkan kerajaan-Nya kepada siapa yang Dia kehendaki."" Dan Allah Maha Luas (karunia-Nya) lagi Maha Mengetahui."
248,"Dan nabi mereka berkata kepada mereka, ""Sesungguhnya, tanda kekuasaannya adalah bahwa akan datang kepadamu Tabut, yang di dalamnya terdapat ketenangan dari Tuhanmu, dan sisa dari apa yang ditinggalkan keluarga Musa dan keluarga Harun, yang diangkut oleh para malaikat. Sesungguhnya pada yang demikian itu benar-benar terdapat tanda bagimu, jika kamu orang-orang yang beriman."""
249,"Dan ketika Thalut telah berangkat bersama pasukannya, ia berkata, ""Sesungguhnya Allah akan menguji kalian dengan sebuah sungai. Barangsiapa yang meminumnya, maka ia bukan bagian dariku, dan barangsiapa yang tidak mencicipinya, maka ia bagian dariku, kecuali orang yang mengambil segenggam dengan tangannya."" Maka mereka pun meminumnya, kecuali sedikit dari mereka. Maka tatkala ia dan orang-orang yang beriman bersamanya telah menyeberanginya, mereka berkata, ""Kita tidak memiliki kekuatan hari ini melawan Jalut dan pasukannya."" Orang-orang yang yakin akan bertemu Allah berkata, ""Berapa kali sekelompok yang sedikit dapat mengalahkan sekelompok yang banyak dengan izin Allah?"" Dan Allah beserta orang-orang yang sabar."
250,"Dan tatkala mereka maju menghadapi Jalut dan bala tentaranya, mereka berkata: “Ya Tuhan kami, limpahkanlah kesabaran kepada kami, teguhkanlah kaki kami, dan berikanlah kemenangan kepada kami atas kaum yang kafir.”"
251," Maka mereka mengalahkan mereka dengan izin Allah, dan Daud membunuh Jalut. Allah memberinya kerajaan dan hikmah, serta mengajarinya apa pun yang Dia kehendaki. Seandainya Allah tidak menghukum sebagian manusia dengan sebagian yang lain, niscaya bumi telah rusak. Padahal Allah Maha Kaya akan karunia-Nya bagi seluruh alam."
252," Ini adalah ayat-ayat Allah yang Kami bacakan kepadamu dengan sebenarnya, dan sesungguhnya kamu termasuk para rasul."
253,"۞ Mereka itulah para rasul, Kami lebihkan sebagian mereka atas sebagian yang lain. Di antara mereka ada orang-orang yang Allah ajak bicara, dan Dia meninggikan sebagian mereka beberapa derajat. Dan Kami telah memberikan kepada Isa putra Maryam beberapa bukti yang nyata dan Kami menguatkannya dengan Ruhul Kudus. Dan seandainya Allah menghendaki, niscaya orang-orang setelah mereka tidak akan berperang satu sama lain setelah datang kepada mereka bukti-bukti yang nyata, tetapi sebagian mereka berperang. Mereka berselisih pendapat, di antara mereka ada yang beriman dan di antara mereka ada yang kafir. Dan seandainya Allah menghendaki, niscaya mereka tidak akan berperang, tetapi Allah berbuat apa yang Dia kehendaki."
254,"Hai orang-orang yang beriman, infaqkanlah sebagian dari rezeki yang telah Kami berikan kepadamu sebelum datang hari yang di dalamnya tidak ada lagi jual beli, persahabatan, dan syafaat. Dan orang-orang kafir, merekalah orang-orang yang zalim."
255,"Allah - tidak ada Tuhan selain Dia, Yang Maha Hidup, Maha Pemelihara segala sesuatu. Tidak mengantuk dan tidak tidur. Kepunyaan-Nya-lah apa yang ada di langit dan apa yang ada di bumi. Siapakah yang dapat memberi syafaat di sisi-Nya kecuali dengan izin-Nya? Dia mengetahui apa yang ada di hadapan mereka dan apa yang ada di belakang mereka, tetapi mereka tidak dapat menjangkau sedikit pun dari ilmu-Nya kecuali apa yang Dia kehendaki. Ilmu-Nya meliputi segala sesuatu. Singgasana-Nya adalah langit dan bumi, dan pemeliharaan keduanya tidak melelahkan-Nya. Dan Dia Maha Tinggi lagi Maha Besar."
256,"Tidak ada paksaan dalam agama. Telah jelas jalan yang benar dari yang salah. Maka barangsiapa yang kafir kepada Thaghut dan beriman kepada Allah, maka sesungguhnya ia telah memegang pegangan yang paling amanah, tidak terputus. Dan Allah Maha Mendengar lagi Maha Mengetahui."
257," Allah adalah sekutu bagi orang-orang yang beriman. Dia mengeluarkan mereka dari kegelapan menuju cahaya. Dan orang-orang yang kafir, sekutu mereka adalah tuhan-tuhan palsu. Mereka mengeluarkan mereka dari cahaya menuju kegelapan. Mereka itulah penghuni neraka; mereka kekal di dalamnya."
258,"Tidakkah kamu perhatikan orang yang berdebat dengan Abraham tentang Tuhannya, bahwa Allah telah memberinya kerajaan? Ketika Abraham berkata, ""Tuhanku ialah Dia yang menghidupkan dan mematikan."" Ia berkata, ""Akulah yang menghidupkan dan mematikan."" Abraham berkata, ""Kemudian Allah menerbitkan matahari dari timur, maka terbitkanlah matahari dari barat."" Maka orang-orang yang kafir itu menjadi bingung. Dan Allah tidak memberi petunjuk kepada kaum yang zalim."
259,"Atau seperti orang yang melewati suatu negeri, sedang negeri itu telah porak-poranda di atas atap-atapnya. Ia berkata, ""Bagaimana Allah akan menghidupkan negeri ini setelah mati?"" Maka Allah mematikannya seratus tahun, lalu menghidupkannya kembali. Ia bertanya, ""Berapa lamakah kamu tinggal di sana?"" Ia menjawab, ""Aku tinggal di sana sehari atau setengah hari."" Ia berkata, ""Sebenarnya kamu telah tinggal di sana seratus tahun. Maka perhatikanlah makanan dan minumanmu, sesungguhnya keduanya belumlah baik. Dan lihatlah keledaimu, niscaya Kami akan menjadikanmu suatu tanda bagi manusia. Dan lihatlah tulang-tulangnya, bagaimana Kami membangkitkannya kembali, lalu Kami tutupi dengan daging."" Maka tatkala telah nyata baginya, ia berkata, ""Aku tahu bahwa Allah Maha Kuasa atas segala sesuatu."""
260,"Dan ingatlah ketika Ibrahim berkata, ""Ya Tuhanku, tunjukkanlah kepadaku bagaimana Engkau menghidupkan orang mati."" Ia berkata, ""Apakah kamu tidak percaya?"" Ia menjawab, ""Ya, tetapi untuk menenangkan hatiku."" Ia berkata, ""Lalu ambillah empat ekor burung dan bawalah mereka kepadamu, lalu letakkan sebagian dari mereka di setiap gunung, lalu panggillah mereka, niscaya mereka akan datang kepadamu dengan berlari-lari. Dan ketahuilah bahwa Allah Maha Perkasa lagi Maha Bijaksana."""
261,"Perumpamaan orang-orang yang menafkahkan hartanya di jalan Allah adalah seperti sebutir benih yang menumbuhkan tujuh bulir, pada tiap-tiap bulir seratus biji. Allah melipatgandakan bagi siapa yang Dia kehendaki. Dan Allah Maha Luas (karunia-Nya) lagi Maha Mengetahui."
262," Orang-orang yang menafkahkan hartanya di jalan Allah, dan mereka tidak mengiringi apa yang dinafkahkannya itu dengan menyebut-nyebut dan tidak pula menyakiti hati mereka, mereka mendapat pahala di sisi Tuhan mereka. Tidak ada kekhawatiran terhadap mereka dan tidak (pula) mereka bersedih hati."
263, ۞ Perkataan yang baik dan pemberian maaf lebih baik daripada sedekah yang diikuti dengan kerugian. Dan Allah Maha Kaya lagi Maha Penyantun.
264,"Hai orang-orang yang beriman, janganlah kamu membatalkan sedekahmu dengan kenang-kenangan dan menyakiti orang lain, seperti orang yang menafkahkan hartanya hanya karena ingin dilihat manusia, padahal dia tidak beriman kepada Allah dan Hari Akhir. Maka perumpamaan orang itu seperti batu yang licin, yang di atasnya debu, kemudian ditimpa hujan lebat, sehingga batu itu menjadi tandus. Mereka tidak berdaya terhadap sedikit pun dari apa yang telah mereka usahakan. Dan Allah tidak memberi petunjuk kepada orang-orang yang kafir."
265,"Perumpamaan orang-orang yang menafkahkan hartanya karena mencari keridhaan Allah dan untuk memperkaya diri mereka sendiri, seperti kebun yang terletak di dataran tinggi yang diguyur hujan lebat, maka kebun itu menghasilkan buahnya dua kali lipat. Jika tidak diguyur hujan lebat, maka akan ada embun. Dan Allah Maha Melihat apa yang kamu kerjakan."
266,"Apakah salah seorang di antara kalian ingin memiliki kebun kurma dan anggur yang di bawahnya mengalir sungai-sungai, di dalamnya ia ditumbuhi berbagai macam buah-buahan, dan ia ditimpa usia tua, sedangkan ia memiliki keturunan yang lemah, kemudian diterpa angin topan yang di dalamnya ada api, lalu terbakar? Demikianlah Allah menjelaskan kepadamu tanda-tanda kekuasaan-Nya, agar kamu berpikir."
267,"Hai orang-orang yang beriman, infaqkanlah sebagian dari hasil usahamu yang baik-baik dan sebagian dari apa yang Kami keluarkan dari bumi untukmu. Dan janganlah kamu menginfaqkannya kepada yang buruk-buruknya, padahal kamu tidak mau mengambilnya melainkan hanya menutup matamu terhadapnya. Dan ketahuilah bahwa Allah Maha Kaya lagi Maha Terpuji."
268," Setan mengancammu dengan kemiskinan dan menyuruhmu berbuat maksiat, padahal Allah menjanjikan ampunan dari-Nya dan karunia-Nya. Dan Allah Maha Luas (karunia-Nya) lagi Maha Mengetahui."
269,"Dia memberikan hikmah kepada siapa yang Dia kehendaki, dan barangsiapa yang diberi hikmah, maka sesungguhnya dia telah diberi kebaikan yang banyak. Dan tidak ada yang dapat mengambil pelajaran kecuali orang-orang yang berakal."
270," Apa pun yang kamu nafkahkan atau apa pun yang kamu nazarkan, Allah mengetahuinya. Dan orang-orang yang zalim itu tidak akan mendapat penolong."
271," Jika kamu menampakkan sedekahmu, maka itu adalah baik. Namun, jika kamu menyembunyikannya dan memberikannya kepada orang-orang miskin, maka itu lebih baik bagimu. Dan Dia akan menghapus darimu sebagian kesalahan-kesalahanmu. Dan Allah Maha Mengetahui apa yang kamu kerjakan."
272,"۞ Bukanlah tanggung jawab kalian untuk memberi petunjuk kepada mereka, tetapi Allah memberi petunjuk kepada siapa yang Dia kehendaki. Dan apa pun yang kalian nafkahkan dari kebaikan, maka itu untuk kalian sendiri. Dan kalian tidak menafkahkan harta kecuali karena mengharap ridha Allah. Dan apa pun yang kalian nafkahkan dari kebaikan, niscaya akan dibalas dengan sempurna kepada kalian, dan kalian tidak akan dizalimi."
273," Untuk orang-orang fakir yang terkekang di jalan Allah, tidak mampu bepergian ke seluruh negeri. Orang-orang bodoh mengira mereka kaya karena pantangan mereka. Kamu akan mengenali mereka dari tanda-tandanya. Mereka tidak meminta-minta kepada manusia dengan mendesak. Dan apa pun yang kamu nafkahkan dari kebaikan, sesungguhnya Allah Maha Mengetahui."
274,"Orang-orang yang menafkahkan hartanya di malam dan siang hari, secara sembunyi-sembunyi dan terang-terangan, mereka akan memperoleh pahala di sisi Tuhan mereka. Tidak ada kekhawatiran terhadap mereka dan tidak (pula) mereka bersedih hati."
275,"Orang-orang yang memakan riba tidak dapat berdiri [pada Hari Kiamat] kecuali seperti berdirinya orang yang disesatkan setan hingga gila. Hal itu karena mereka berkata, ""Sesungguhnya jual beli itu seperti riba."" Padahal Allah telah menghalalkan jual beli dan mengharamkan riba. Maka barangsiapa yang mendapat peringatan dari Tuhannya lalu berhenti, maka baginya apa yang telah lalu. Dan urusannya tetap di tangan Allah. Dan barangsiapa yang kembali, mereka itu adalah penghuni neraka; mereka kekal di dalamnya."
276, Allah menghancurkan riba dan menambah sedekah. Dan Allah tidak menyukai setiap orang kafir yang berdosa.
277,"Sesungguhnya orang-orang yang beriman, mengerjakan amal saleh, mendirikan shalat, dan menunaikan zakat, akan memperoleh pahala di sisi Tuhan mereka. Tidak ada kekhawatiran terhadap mereka dan tidak pula mereka bersedih hati."
278," Hai orang-orang yang beriman, bertakwalah kepada Allah dan tinggalkanlah sisa riba jika kamu orang-orang yang beriman."
279," Jika kamu tidak melakukannya, maka ketahuilah bahwa Allah dan Rasul-Nya akan memerangi kamu. Tetapi jika kamu bertobat, kamu akan memperoleh harta kekayaanmu. Kamu tidak berbuat aniaya dan tidak pula dianiaya."
280,"Jika ia sedang kesusahan, maka tundalah sampai ia mendapat keringanan. Jika kamu bersedekah, maka itu lebih baik bagimu, jika kamu mengetahui."
281," Dan takutlah akan datangnya hari di mana kalian dikembalikan kepada Allah. Kemudian setiap jiwa diberi balasan yang sempurna terhadap apa yang telah mereka kerjakan, dan mereka tidak dizalimi."
282,"Hai orang-orang yang beriman, jika kamu berutang untuk waktu yang ditentukan, maka tulislah. Dan hendaklah seorang penulis mencatat di antara kamu dengan adil. Dan janganlah seorang penulis pun enggan menuliskan sebagaimana yang telah diajarkan Allah kepadanya. Maka hendaklah ia menuliskannya, dan hendaklah orang yang berhak menentukannya. Dan hendaklah ia bertakwa kepada Allah, Tuhannya, dan janganlah menahan sedikit pun darinya. Tetapi jika ia tidak melakukannya, maka Allah akan menyiksanya. Jika orang yang berhak atasnya itu bodoh atau lemah atau tidak mampu menentukan dirinya sendiri, maka hendaklah walinya menentukan dengan adil. Dan hadirkanlah dua orang saksi dari antara laki-laki kamu. Dan jika tidak ada dua orang laki-laki, maka seorang laki-laki dan dua orang perempuan dari antara orang-orang yang kamu terima sebagai saksi - agar jika salah seorang dari mereka keliru, yang lain dapat mengingatkannya. Dan janganlah seorang pun dari mereka menolak. Saksi-saksi itu ketika mereka dipanggil. Dan janganlah kamu jemu-jemu menuliskannya, baik kecil maupun besar, hingga ajalnya. Yang demikian itu lebih adil di sisi Allah dan lebih patut untuk dijadikan saksi dan lebih patut bagimu agar kamu tidak ragu-ragu. Kecuali jika itu adalah perdagangan yang sedang berlangsung yang kalian lakukan di antara kalian, maka tidak ada dosa bagi kalian jika tidak menuliskannya. Dan hadirkanlah saksi ketika kalian melakukan transaksi, dan janganlah ada yang dirugikan dari penulis maupun saksi. Jika kalian melakukannya, maka itu adalah pelanggaran bagi kalian. Dan bertakwalah kepada Allah, dan Allah mengajarkan kalian, dan Allah Maha Mengetahui segala sesuatu."
283,"۞ Dan jika kamu dalam perjalanan dan tidak menemukan seorang penulis, maka berikanlah jaminan. Dan jika salah seorang di antara kamu mempercayai yang lain, hendaklah orang yang dipercaya itu menunaikan amanahnya, dan hendaklah ia bertakwa kepada Allah, Tuhannya. Dan janganlah kamu menyembunyikan kesaksian. Dan barangsiapa menyembunyikannya, sesungguhnya hatinya berdosa. Dan Allah Maha Mengetahui apa yang kamu kerjakan."
284," Kepunyaan Allah-lah apa yang ada di langit dan apa yang ada di bumi. Dan jika kamu menampakkan apa yang ada dalam dirimu atau menyembunyikannya, niscaya Allah akan meminta pertanggungjawaban kepadamu. Kemudian Dia akan mengampuni siapa yang Dia kehendaki dan menyiksa siapa yang Dia kehendaki. Dan Allah Maha Kuasa atas segala sesuatu."
285,"Rasulullah telah beriman kepada apa yang diturunkan kepadanya dari Tuhannya, dan begitu pula orang-orang mukmin. Mereka semua telah beriman kepada Allah, para malaikat-Nya, kitab-kitab-Nya, dan para rasul-Nya. Kami tidak membeda-bedakan seorang pun di antara para rasul-Nya, dan mereka berkata, ""Kami mendengar dan kami taat. Ya Tuhan kami, ampunan-Mu, dan kepada-Mulah tempat kembali."""
286,"Allah tidak membebani seseorang kecuali sesuai dengan kemampuannya. Ia akan memperoleh kebaikan apa pun yang telah diperolehnya, dan ia akan menanggung kejahatan apa pun yang telah diperolehnya. ""Ya Tuhan kami, janganlah Engkau bebankan kepada kami jika kami lupa atau keliru. Ya Tuhan kami, dan janganlah Engkau bebankan kepada kami beban seperti yang telah Engkau bebankan kepada orang-orang sebelum kami. Ya Tuhan kami, dan janganlah membebani kami dengan sesuatu yang kami tidak sanggup menanggungnya. Dan ampunilah kami, dan ampunilah kami, dan kasihanilah kami. Engkau Maha Pengampun lagi Maha Penyayang."" Ya Tuhan kami, maka berikanlah kami kemenangan atas orang-orang yang kafir."
